,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
318,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,2,0,2826
319,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,2,12518
320,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,2,1,5876
321,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,2,3,34516
322,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,1,2,9648
323,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,34516
324,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,0,3025
325,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,3,3,3265
326,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,2,2,6041
327,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,2,2293
328,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,2,13399
329,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,3,3,4317
330,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,2,0,3378
331,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,5012
332,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,1,0,2569
333,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,1,2,3471
334,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,3,3,34516
335,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,3,2,3312
336,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,3,3,2578
337,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,3,2,2902
338,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,2,1,2742
339,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,3,3,2077
340,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,1,2,6265
341,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,3,0,7819
342,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,3,3,2731
343,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,4,3,1438.3
344,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,1,2,16286
345,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,2,3,34516
346,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,1,0,2609
347,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,3,2,7567
348,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,3,3,22770
349,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,1,2,3791
350,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,2,2702
351,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,1,3,2555
352,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,3,2,2355
353,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,2,0,5332
354,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,3,2,1443
355,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,2,3,10741
356,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,2,0,7984
357,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,2,2,18584
358,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,1,3,5585
359,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,3,2,34516
360,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,3,4,1438.3
361,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,1,0,2478
362,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,3,3,34516
363,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,2,3,2339
364,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,3,2,2726
365,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,14881
366,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,3,3,1628
367,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,3156
368,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,3,0,4745
369,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,3,2,19727
370,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,2,22720
371,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,3,0,8129
372,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,2,3,3751
373,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,5,3,1594
374,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,2,0,2569
375,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,3,2,18206
376,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,3,3,3104
377,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,3,2,2406
378,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,24571
379,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,2,3,15534
380,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,2,0,12301
381,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,2,3,2846
382,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,2,3,9788
383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,3,3,7231
384,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,3,2,2324
385,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,2,3,12208
386,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,5,3,5639
387,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,2,10021
388,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,1,0,2215
389,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,2,3,2027
390,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,2,2,6363
391,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,1,2,3920
392,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,1,3,9226
393,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,1,1,9376
394,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,3,3,1944
395,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,0,9599
396,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,1,2,28202
397,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,3,1,24850
398,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,3,3,3805
399,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,2,2,2733
400,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,3,3,12781
401,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3106
402,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42,3,0,7477
403,Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,33,1,3,34516
404,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,5,2,29963
405,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,3,0,6509
406,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,34,3,3,13450
407,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,2,0,27000
408,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,2,1,34516
409,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,47,3,2,6347
410,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,3,2,3106
411,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,1,1,2536
412,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,3,0,13048
413,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,37,3,1,2453
414,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,2,2,16138
415,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,2,0,8077
416,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,1929
417,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,36,3,2,3127
418,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,2,8645
419,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,49,1,3,1438.3
420,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,38,3,2,2185
421,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,32,2,2,24487
422,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,36,2,3,2567
423,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,33,3,3,4131
424,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,2,2,10790
425,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,33,3,3,6884
426,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,3,3,13961
427,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30,1,0,29801
428,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,1,1,13219
429,Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,46,3,3,2536
430,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,3,1,9478
431,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,34,1,2,3502
432,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,56,3,3,10509
433,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,3,0,1491
434,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46,1,2,9734
435,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,1,3,2305
436,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,1,3,14241
437,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,25,1,2,4789
438,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,2,3,23138
439,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,38,1,3,23008
440,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,36,1,0,3131
441,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,3,2,5798
442,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,2,3,6880
443,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,2,2,34516
444,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,2,1,2075
445,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,0,4589
446,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,2,2,2317
447,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1,1981
448,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47,2,1,6038
449,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,32,3,2,14910
450,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,3,2,29659
451,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3,2,4320
452,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,36,1,3,11213
453,Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,29,1,2,26181
454,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31,1,0,5773
455,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,3,3,4503
456,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,2,2,29770
457,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,1,1,5014
458,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,1,2,3445
459,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,2,2,23412
460,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,1,2,3044
461,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29,2,1,14596
462,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,36,2,2,3864
463,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,3,17030
464,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,2,3,23090
465,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,0,29205
466,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,2,3,14035
467,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,3,2,2962
468,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,30,3,0,18578
469,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,3,2,2201
470,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,3,2,2061
471,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,23,2,2,24602
472,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,2,2,15911
473,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,2,3,16867
474,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,37,3,0,2783
475,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,2,2972
476,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,3,2,5124
477,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,6,2,2880
478,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,1,0,5579
479,Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,44,1,3,12010
480,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,3,34516
481,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,2,2,4394
482,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,3,3,18325
483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,3,2,3773
484,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,1,3,21684
485,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,1,2,1919
486,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,3,2,9995
487,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,2,2,11910
488,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,36,2,0,2279
489,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,48,1,2,3539
490,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,36,1,3,30579
491,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,42,1,0,24480
492,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,52,1,2,17561
493,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,1,2,1638
494,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,2,2947
495,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,1,0,5738
496,Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,34,2,2,33304
497,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,3,3,7251
498,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,34,2,0,2885
499,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,2,3,2641
500,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,3,0,2801
501,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3,16794
502,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,1,3,9336
503,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,1,0,2763
504,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,3,2,17391
505,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,2,0,3198
506,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,2,5100
507,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,1,2,3955
508,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,3,1,3140
509,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,4028
510,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,3,3,2264
511,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,2,2,21620
512,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,2,0,6385
513,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,2,3,2375
514,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,1963
515,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,2,2,4256
516,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,1,0,5097
517,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,2,3,3228
518,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,1,3,20231
519,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,2,3,27512
520,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,47,2,0,1929
521,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,3,2,2585
522,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,3,12151
523,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,2,2,34516
524,Existing Customer,48,M,4,High School,Married,$120K +,Blue,31,3,1,34516
525,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,1,2,5504
526,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,1,2,10021
527,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,3,0,3558
528,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,3,4,19853
529,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,3,2,4969
530,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,2,3,3117
531,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,2,0,21526
532,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,2,2,5504
533,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,53,3,2,5512
534,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,2,3,1438.3
535,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,3,0,7262
536,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,3,2,7319
537,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,5,3,1438.3
538,Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,30,3,3,7712
539,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,3,0,2053
540,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,1,3,12804
541,Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,36,3,2,26443
542,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,2,0,3125
543,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,1,2,4930
544,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,3,3,9476
545,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,3,3,11722
546,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,1,3,13301
547,Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,47,2,3,1438.3
548,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,1,1438.3
549,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,2,3,6705
550,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,31,2,0,22718
551,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,2,2,23981
552,Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,56,2,4,2318
553,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,3,2,19324
554,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,3,1,5331
555,Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,31,2,0,15700
556,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,2,2,17625
557,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,3,2,17438
558,Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,3,1,1962
559,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,3,2,8077
560,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,1,2,3290
561,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,3,2,2402
562,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,42,1,0,9256
563,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,3,3,3674
564,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,5,3,6462
565,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,2,2,1638
566,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,2,4335
567,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,3,2,3233
568,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,1,11862
569,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,2,0,34516
570,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,6,2,19802
571,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36,2,2,24869
572,Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,2,1,3624
573,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,36,1,2,6175
574,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,1,0,10953
575,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,2,3,11338
576,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,2,2,5544
577,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,1,1,19665
578,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,2,3,2927
